eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
200,10000,0.03627172326669097,0.1190315067768097,200,204,0.9579207920792079,10,1.0,0.3353914338350296,0.10768441074993461,0.3061561,0.8880769798159599,0.23288666345179082,0.09999999999999998,0,-13.63395854452615,-7.609590011722103
200,10000,0.020440825913101434,0.15414340198040008,200,204,0.9405940594059405,10,1.0,0.27336323708295823,0.09862145662307739,0.30093798,0.44547755271196365,0.2289430571347475,0.09999999999999998,1,-13.811597856378572,-12.637725333178611
250,20000,10.723502349853515,-19.050786590576173,200,204,0.8539603960396039,10,1.0,1.9225472068786622,-5.450732440948486,0.4489461,1.7900915479660033,0.4258373361825943,0.09999999999999998,0,199.41815248904368,205.37810793902625
250,20000,17.081464433670043,-1.5227656602859496,200,204,0.7599009900990099,10,1.0,3.4298731589317324,-3.74483060836792,0.83423215,1.4142331111431121,0.6027805280685424,0.09999999999999998,1,-17.402063589318523,-46.175018623413884
300,30000,80.24095020294189,-35.37652244567871,200,204,0.8217821782178217,10,1.0,5.849988565444947,-15.195462532043457,0.53244007,1.5093360781669616,0.4997032129764557,0.09999999999999998,0,364.49423636654524,401.17590688912094
300,30000,30.073271560668946,-4.264554333686829,200,204,0.8613861386138614,10,1.0,7.023964676856995,-10.957897834777832,1.1018908,1.340999537706375,0.7436338722705841,0.09999999999999998,1,81.80332875888594,15.371724589509482
350,40000,179.76896724700927,-71.61423034667969,200,204,0.7896039603960396,10,1.0,17.44290964126587,-35.27410552978515,0.7045512,1.4803448438644409,0.5317176735401153,0.09999999999999998,0,417.7183342581621,585.5260785427686
350,40000,47.44777956008911,-4.765434408187867,200,204,0.8044554455445545,10,1.0,7.55129732131958,-10.616406936645507,0.8427513,1.1762478828430176,0.7032631361484527,0.09999999999999998,1,87.28014231121242,121.63081737812439
400,50000,214.22041091918945,-105.90445251464844,200,204,0.8143564356435643,10,1.0,24.65122917175293,-52.31255401611328,0.76636255,1.7395313167572022,0.7311307954788208,0.09999999999999998,0,493.82179890054715,637.3247400410887
400,50000,33.720603942871094,4.290205335617065,200,204,0.7772277227722773,10,1.0,8.100398988723756,-3.1581580781936647,0.73427886,1.6684857845306396,0.857616798877716,0.09999999999999998,1,124.96307499985757,170.66176829178647
450,60000,291.67871437072756,-143.80977478027344,200,204,0.8044554455445545,10,1.0,34.2710563659668,-83.58654846191406,0.98852766,1.4192456269264222,0.7623519539833069,0.09999999999999998,0,701.294686510144,637.9896334116751
450,60000,62.912597846984866,1.8076974391937255,200,204,0.7821782178217822,10,1.0,15.566262378692628,-5.509635391235352,0.9004666,2.4492227983474733,0.8831152153015137,0.09999999999999998,1,153.5889821656936,134.7596521458066
500,70000,335.5973690032959,-182.81158447265625,200,204,0.801980198019802,10,1.0,51.35337154388428,-122.54151916503906,0.8224608,1.4562226152420044,0.7737665677070618,0.09999999999999998,0,693.4227796621321,748.1278276833365
500,70000,72.9519193649292,3.4419456720352173,200,204,0.7623762376237624,10,1.0,11.765956478118897,-4.918737916946411,0.68362534,3.0913036942481993,0.8660654044151306,0.09999999999999998,1,137.6471955539357,225.7690428437188
