Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.26741776,0.655172,31.133118,3.1133118,505.80286,198.13399,-372.62933,382.48663,70.3537,604.51636,217.6908,382.45786,71.19338,595.9237,215.79333,-0.3682577,2.355377,9.688007,-9.185746,-0.023688102,0.80969167,2.7740192,-3.6165853,-0.6406673,0.08743355,-0.26657376,-0.9887655,0.77733326,0.17032386,170.5892152622528,99.4132110681926,137.2362196037144,46000,46400,0,87.0639775779564,5.144426550948992,1.257412166101858,93.46581629500724,2626.2427598159993,22
0.7975322,0.41100177,99.09106,9.909106,250.5481,83.1168,-413.98535,404.59766,146.23846,668.56775,-2.8201356,412.7464,142.41374,663.111,50.517056,0.64067763,2.8366818,13.435425,-8.566988,0.10042869,0.9860126,3.743938,-3.8326416,-0.61252683,0.13566628,-0.030449845,-1.1085439,0.09770967,0.2202158,46.85942181976047,19.073756064625552,100.02344735513938,48000,48400,0,82.73169189004693,5.172242257045582,1.3239986668340862,89.2279328139266,2715.598463329021,23
0.5758139,0.55061126,44.5348,4.4534802,252.40508,133.34087,-436.89767,437.00635,113.427574,651.2221,110.608665,443.37265,114.27999,654.3476,111.69317,-0.12783277,2.550912,10.014826,-8.75882,-0.00911027,0.84493226,3.9272716,-3.2921345,-0.6549109,0.09956922,-0.2497921,-1.0562593,0.40130958,0.22196178,114.05210507259414,173.7383051340976,74.24103985158285,50000,50400,0,82.87778745801188,5.301154837012291,1.3169292188249528,89.49587151384912,2804.9118594488828,24
0.40848756,0.49293208,46.78504,4.6785045,138.57904,58.956215,-445.07196,443.67734,125.45297,687.8776,4.718474,448.32852,125.457085,680.7496,41.908924,-0.04669222,2.5294113,9.453611,-9.345956,-0.02587839,0.87434214,2.9827814,-3.0918932,-0.6412937,0.1064887,-0.15646699,-1.0850499,0.6452206,0.21265784,49.76781363665877,22.67745026554114,115.01294579236055,52000,52400,0,88.57007459003944,5.118067667004652,1.2509646262042224,94.93910688324831,2899.920115213259,25
0.5956987,0.41972667,77.729385,7.7729387,183.77077,73.815186,-437.00476,429.46466,164.52507,753.9155,50.61688,439.1923,167.34268,780.32513,80.94391,0.5162424,2.742546,14.390602,-9.219497,0.061226957,0.9597717,3.636643,-3.5251179,-0.6098191,0.13873109,-0.048912376,-1.1367407,0.4299323,0.18468231,292.8164379320712,221.0558020864788,111.05907453426306,54000,54400,0,87.57067497400567,5.187438243068755,1.2518912501400337,94.01000446721446,2993.93359154521,26
0.47601414,0.4002936,52.435535,5.2435536,101.481384,45.56189,-351.08252,346.36932,146.87288,651.7924,75.027916,350.11768,147.52917,653.1124,82.308266,-0.21219787,2.5161393,11.728434,-10.6601095,0.02441311,0.8741096,2.885115,-3.2395906,-0.588835,0.12080623,-0.11833729,-1.0494361,0.73670614,0.26463673,166.28096167279134,176.6632676865586,178.4386052457868,56000,56400,0,83.22464055998717,5.1911111529916525,1.280134400120005,89.69588611309882,3083.67887577333,27
0.28969648,0.552076,45.398373,4.5398374,114.12216,50.075375,-408.83188,404.9314,152.3768,680.5455,85.503624,410.9061,151.20442,679.007,110.86385,-0.20779197,2.4864092,10.707682,-10.502156,0.027476992,0.855978,2.9517987,-2.9991767,-0.6184116,0.11692129,-0.16889176,-1.0727372,0.60123074,0.23137304,129.58396337650453,153.99852953399,167.38783133772196,58000,58400,0,83.68250167404767,5.240732463076711,1.3787028620718047,90.30193699919619,3173.898733444512,28
0.55297387,0.56957036,49.877098,4.98771,108.5255,42.45128,-408.8181,403.1699,148.6969,667.61835,53.285095,409.4977,147.83282,672.29706,85.20768,-0.23312604,2.4610243,7.912438,-9.523533,0.011981424,0.85190195,2.8773077,-2.8561494,-0.61417866,0.12358199,-0.17927185,-1.0903265,0.5698117,0.19766647,188.92463948335575,147.8560251513743,212.00914280203568,60000,60400,0,83.40358791791368,5.15878438600339,1.25329767994117,89.81566998385824,3263.777970574214,29
0.4468247,0.5046238,66.80702,6.680702,126.64169,43.221718,-422.01843,415.7545,186.01607,750.5323,86.83099,422.5547,185.22444,762.6542,105.64592,0.043872952,2.6151724,10.128163,-10.205353,0.028145416,0.9067213,2.9972284,-3.5471852,-0.57967263,0.13080117,-0.11136036,-1.0812547,0.5380958,0.21951315,205.0864650554629,167.8796061812629,138.46097991776605,62000,62400,0,85.95080473902635,5.222730370005593,1.2601827298058197,92.43371783883777,3356.3043990461156,30
0.4242416,0.587728,59.107925,5.910793,119.919846,54.722298,-426.273,424.08383,154.08054,730.14087,112.71911,429.34268,153.08754,718.17426,120.95982,-0.06596048,2.5134544,11.50416,-10.258129,-0.0009505317,0.8843425,2.963038,-3.224374,-0.6030207,0.12782216,-0.0772909,-1.1415431,0.6429272,0.21363597,144.27221280034507,127.2117729144339,152.53809477641082,64000,64400,0,88.06011853704695,5.315476401010528,1.2456944590667263,94.6212893971242,3450.89640219335,31
0.41954964,0.6230522,74.79675,7.4796753,261.55225,94.043625,-532.4739,531.02625,202.3994,832.51025,93.44259,537.501,203.61168,834.14594,110.448944,0.24533781,2.7477412,11.513908,-9.542502,0.017263422,0.9230019,3.116148,-3.5762553,-0.6095361,0.13185467,-0.14478803,-1.1962516,0.6208885,0.07975899,-31.428524924207597,3.375498832641081,27.080519522983288,66000,66400,0,84.61485275195446,5.286328235990368,1.2455410119146109,91.14672199985944,3541.9257183353184,32
1.0613331,0.35562462,55.22795,5.522795,724.57996,303.15186,-300.5612,280.57855,113.44728,529.1744,-20.641531,287.8811,105.69413,523.8636,19.105082,-1.2708496,2.728384,16.546621,-10.900499,0.1468077,0.7778516,4.1181936,-3.2575545,-0.4433428,0.10687085,0.10545978,-0.86102617,0.36725247,0.116591275,62.81604405555699,27.579825629218963,142.13048593486621,68000,68400,0,82.27115333499387,5.16917154903058,1.263982031145133,88.70430691516958,3630.54535714956,33
0.36066777,0.4529826,61.928635,6.1928635,105.16699,30.679218,-407.2743,404.57858,179.48679,746.55396,52.828907,405.9937,179.19759,737.6743,70.19825,-1.063913,2.3196092,8.243821,-9.605856,0.050877046,0.7723044,2.6105354,-2.8747535,-0.5109794,0.12066163,-0.061061777,-1.0007026,0.47289252,0.1175523,115.67841969074131,29.59629497820224,98.13359719355357,70000,70400,0,85.51436760695651,5.084707586909644,1.2456886050058529,91.84476379887201,3722.3962877854938,34
0.7298459,0.52141416,59.000572,5.9000573,107.47153,82.677635,-395.88333,394.16888,130.8123,646.1729,77.46991,402.53644,131.51793,654.6925,83.55913,-0.9653307,2.269507,12.427945,-10.14358,-0.031349886,0.78887725,2.512207,-3.1450357,-0.51278603,0.12870994,-0.064043075,-1.0293485,0.51803714,0.1521451,70.35154115420082,-2.8544738149395315,193.63210592651126,72000,72400,0,87.96281900093891,5.091104281018488,1.2486693781102076,94.3025926600676,3816.897929414292,35
0.9114478,0.5463477,69.29424,6.9294243,151.19586,57.266674,-480.96442,481.8121,172.63206,738.1969,56.92633,485.00488,172.93471,738.8594,64.24608,-0.63055706,2.416008,10.250147,-9.912441,-0.013686974,0.81093293,2.5824757,-2.7652545,-0.5761906,0.124031715,-0.12219157,-1.1894935,0.49215215,0.17894831,249.65417819421626,71.98453955457806,170.07704964409953,74000,74400,0,83.36638594197575,5.2903223659377545,1.384492655750364,90.04120096366387,3906.841142641031,36
0.8782691,0.4703431,40.394936,4.0394936,252.80519,107.65618,-384.54126,385.34003,74.89465,562.56555,109.843506,391.01456,76.10445,572.9606,102.775154,-1.3910536,2.0171046,6.645986,-10.326304,-0.029615147,0.6743704,2.4142394,-3.1487603,-0.58373535,0.10499699,-0.16779056,-1.1060663,0.5501553,0.23224172,216.54090955957477,112.18921947496827,98.8897043263691,76000,76400,0,85.30224861798342,5.192559040966444,1.2553331380477175,91.75014079699758,3998.527986965957,37
0.79978967,0.60897714,70.0273,7.00273,151.8936,40.65739,-461.64032,453.80307,202.60709,811.2961,87.4531,462.43286,204.35112,811.01996,97.73655,-0.24960467,2.595201,8.555487,-9.08091,0.0335668,0.8773412,3.559522,-2.8660371,-0.5592448,0.1364489,-0.120285556,-1.2506865,0.391568,0.2018754,89.63518311089857,95.91587077565289,167.66079752333667,78000,78400,0,87.45784302602988,5.129560983041301,1.2768376029562205,93.8642416120274,4092.5454645458376,38
0.22959192,0.4551186,22.01727,2.201727,280.08667,94.19399,-297.4403,296.6429,59.44775,433.466,52.757347,301.2155,59.90883,435.01605,52.866398,-1.5576532,1.9238796,7.867485,-10.093544,-0.0825384,0.65245914,2.5268936,-3.0202975,-0.5556023,0.10269573,-0.19614762,-1.080694,0.60854524,0.26202697,291.5290512914513,321.4388868300792,225.37195837699358,80000,80400,0,81.24330393702257,5.2829976649954915,1.2597312110010535,87.78603281301912,4180.35008150409,39
1.3826222,0.7914835,65.37065,6.537065,223.8636,58.87924,-360.57623,352.40463,79.11248,552.05066,73.87955,361.1018,77.894585,559.9821,90.261215,-0.9075818,2.4434757,11.439771,-9.150818,0.033162788,0.7872982,3.147736,-3.086544,-0.5523097,0.12294062,-0.05345556,-1.0941473,0.2083048,0.18740474,179.3328680825745,152.71802729534642,229.20802721659248,82000,82400,0,87.01609967497643,5.301817892002873,1.275457710842602,93.5933752778219,4273.773957039695,40
0.39631933,0.52785766,66.63513,6.663513,156.46292,63.996174,-487.0929,473.19434,177.69014,775.07367,98.85951,481.91788,179.15744,783.07367,99.632256,-0.334479,2.5614028,10.015886,-9.203051,0.020887153,0.8559858,2.7561898,-3.2255547,-0.5717952,0.12778239,-0.14608398,-1.1609128,0.26653147,0.22306685,153.37241089226217,-17.391961397160657,146.79265378934818,84000,84400,0,86.45972487598192,5.132565669948235,1.250660213874653,92.84295075980481,4366.8405930055305,41
0.27135926,0.58512974,27.471874,2.7471874,185.02332,87.101395,-373.46603,371.4485,116.25753,626.3003,77.55877,378.24252,117.24943,631.00183,86.47196,-1.1268108,2.1387014,8.09415,-9.40352,-0.038926825,0.7257389,2.7746027,-2.8120039,-0.57199883,0.11052242,-0.18246725,-1.1362215,0.53541684,0.23323338,323.0710531099852,359.2682902678806,193.03189624417666,86000,86400,0,85.67130126198754,5.356754779000767,1.266552265966311,92.29460830695461,4458.841426668223,42
0.6006599,0.5885659,55.942886,5.594289,95.37571,33.208782,-397.44528,393.4791,144.88579,766.8678,109.31439,397.3421,143.50363,756.2591,134.9718,-0.34194747,2.5890205,9.899977,-9.361928,0.028184714,0.8828594,2.971849,-3.0585957,-0.5294636,0.12407446,-0.13067107,-1.1479985,0.17487097,0.21770024,329.80967377825243,340.0602540784941,253.56482835978994,88000,88400,0,84.401307379012,5.062974811997265,1.2499175800476223,90.71419977105688,4549.63012883137,43
0.082305625,0.40501985,56.560925,5.6560926,166.44466,65.76571,-533.048,523.69885,132.83153,728.8703,59.04939,531.4668,133.19316,735.94635,87.706436,-0.3963356,2.5648463,10.410707,-8.925112,-0.026148232,0.8281325,2.7039087,-2.9175744,-0.5968564,0.11816273,-0.14923841,-1.2671592,0.63843274,0.32902908,236.39087200149174,200.2863980235584,173.50142887311375,90000,90400,0,79.66859380493406,5.137712731026113,1.2423798269592226,86.0486863629194,4635.817512697307,44
0.43159133,0.5874013,37.28936,3.728936,111.195496,48.585133,-429.4502,418.56445,122.25478,657.0972,23.858831,426.1835,120.93394,659.4225,60.154198,-0.65940773,2.4015312,11.601377,-9.267197,-0.016972037,0.80741835,3.1812406,-3.2629383,-0.5574462,0.11991771,-0.16963893,-1.2017626,0.69405895,0.31106573,359.2475398190229,354.10293161047946,262.17580476158247,92000,92400,0,85.42412123898976,5.2767040870385244,1.2916832950431854,91.99250862107147,4727.781157593359,45
0.51665634,0.7371044,54.21833,5.421833,108.611176,39.489616,-506.86386,503.4123,143.86638,769.02747,140.08513,505.78485,145.25577,765.94794,134.83199,-0.19406953,2.5999663,9.515108,-9.922251,-0.0013706266,0.88079697,2.752518,-3.024822,-0.5606728,0.1262009,-0.11462309,-1.1685152,0.19037269,0.21829541,234.88388993948985,186.08393912303998,150.2266672826698,94000,94400,0,85.05051361199003,5.2480824360391125,1.2696515240240842,91.56824757205322,4819.405538701452,46
0.5405228,0.59642255,66.68532,6.668532,131.67189,45.8232,-490.60687,482.86206,160.39062,793.20264,92.35454,491.1373,158.74712,793.66846,105.26173,-0.19173685,2.6213517,10.091156,-10.711794,0.038416322,0.88597864,3.0682082,-2.9891396,-0.5579575,0.13662411,-0.0791696,-1.252884,0.15513556,0.19513783,221.72791819931163,-15.182446219017848,55.778534279355256,96000,96400,0,81.07729874004144,5.304987935000099,1.2588820711243898,87.64116874616593,4906.9301719118375,47
0.5047155,0.35787764,30.297606,3.0297606,248.86209,91.64788,-376.7483,373.62134,131.66373,701.6556,-12.863133,378.46094,131.96863,706.8716,-5.0110145,-1.2261397,2.2383811,7.036175,-10.128024,-0.08446228,0.71251243,2.3310792,-2.610166,-0.5563757,0.11414262,-0.061302215,-1.1757181,0.13898568,0.22601259,210.82256482834026,99.33638677918351,270.5843900332537,98000,98400,0,84.90770195797086,5.188238292001188,1.2595997389871627,91.35553998895921,4998.438995924662,48
0.50912493,0.65896106,44.272697,4.42727,78.96324,35.46262,-490.73602,486.11993,132.23407,717.59186,80.4065,492.24414,132.0654,714.5173,67.470695,-0.5011975,2.474859,9.4025955,-11.049805,-0.05071525,0.83679324,2.6268392,-2.7162762,-0.56687266,0.12929277,-0.105559796,-1.1922822,0.18391621,0.18994364,361.2667789840511,378.61303155164455,144.0816190128401,100000,100400,0,89.78768890502397,5.341766407014802,1.2641549677355215,96.3936102797743,5094.640619658632,49
0.58691025,0.83565634,37.323452,3.7323453,180.56763,66.337524,-490.1231,482.34644,149.30492,783.3327,23.106272,489.66888,150.32341,784.0678,47.14551,-0.7249421,2.438888,9.414479,-9.891411,-0.045775797,0.7906019,2.4828808,-2.7476478,-0.57004696,0.12600556,-0.16637737,-1.2099249,1.500737,0.3541209,202.8104632115211,100.57735974644342,252.17974804836282,102000,102400,0,86.8992468859069,5.150053616031073,1.2543362440774217,93.3036367460154,5188.068751080544,50
1.1509792,0.95297635,236.53845,23.653845,289.74548,41.265125,-912.20575,909.08057,191.14635,1240.6718,250.6691,913.1383,191.44826,1245.7284,232.20706,-0.9474939,2.4373548,8.870735,-10.597967,-0.049795188,0.82589996,2.6463795,-2.7428467,-0.45924994,0.122208506,-0.008685663,-0.94036925,0.3588137,0.27800375,203.99685491823533,203.08523986876025,145.6043561620853,104000,104400,0,84.02345774509013,5.274834398995154,1.3030321799451485,90.60132432403043,5278.602120918571,51
0.50546634,0.6808707,64.93147,6.4931474,145.67737,34.422443,-464.85596,458.75357,153.13776,747.454,43.087006,466.61102,151.83353,745.9931,69.561935,-1.3878042,2.4934466,9.331928,-10.329171,-0.09931466,0.7705557,2.7924924,-3.3283272,-0.42659682,0.12512287,0.031163193,-0.9535234,0.4894763,0.28379467,255.012444552578,269.5796724042923,254.6868854319098,106000,106400,0,79.72262656490784,5.207336032064632,1.260469692060724,86.1904322890332,5365.086399266613,52
0.7926263,0.63739514,69.76338,6.9763384,91.65909,32.664955,-485.32635,478.37265,126.332924,704.07,54.696953,482.93475,125.20099,704.4545,52.453785,-1.3887907,2.2927432,9.878103,-8.023062,-0.028764764,0.7414429,2.4347425,-3.0531845,-0.45319456,0.14380284,-0.04783775,-1.230205,0.42053956,0.33548722,296.8991917202844,344.4841825585015,212.87772213856334,108000,108400,0,87.95045591902453,5.501392315025441,1.2533838973613456,94.70523213141132,5459.473508792929,53
