Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
1.1006792,0.0765679,107.386765,10.738677,471.55054,212.88232,-402.31107,411.1916,122.775505,630.5832,62.205696,411.69986,129.22139,634.8871,38.708447,-1.7344494,2.0465307,7.6358433,-9.316797,-0.013669201,0.64539224,2.5476534,-2.5721195,-0.4876723,0.11910473,-0.032432824,-1.0011703,1.3969003,0.04369108,320.6923685215251,270.8047350775048,138.10296670558637,84000,84400,0,118.50884905701969,10.826200684066862,2.6603622740367427,131.9954120151233,5546.34685216425,41
1.2655634,0.060351186,97.75873,9.775873,131.7609,76.95864,-425.079,426.87857,101.36535,657.7938,-31.788342,430.83624,102.14579,653.3257,-29.698408,-1.8718837,1.994597,8.451918,-8.840954,0.013015619,0.6425556,2.4545248,-2.3407645,-0.45855224,0.12467601,-0.01868388,-1.0195884,2.1479957,0.06548379,547.8174016444317,510.5216208578052,363.7837199947927,86000,86400,0,120.88116934604477,9.524537627003156,2.2178192159626633,132.6235261890106,5678.776509316987,42
1.6444094,0.11518884,138.2352,13.82352,135.09421,49.06251,-436.40433,434.84857,138.21033,743.7845,-56.474792,439.9441,139.00063,743.52905,-27.327766,-1.0892084,2.4351676,9.032098,-10.384562,0.03807427,0.78786993,2.6348062,-3.0089011,-0.46785915,0.15270391,0.027360298,-1.2066759,1.6116117,0.0437373,543.4236962275835,452.7074807942615,319.5484250021584,88000,88400,0,119.29443592799362,9.33088115195278,2.194418224855326,130.81973530480172,5810.040037737694,43
1.6087517,0.047034524,129.55122,12.955123,121.68056,30.103468,-472.96906,467.8042,124.1748,703.4485,-29.055449,471.17725,125.522354,693.6529,-26.98015,-0.9445351,2.343808,9.462526,-8.300435,-0.0012695212,0.7903088,2.5855622,-2.9938006,-0.49474248,0.15043044,-0.086249396,-1.1945736,1.0081695,0.023989927,321.66149268947976,293.7358612186848,231.69669576213408,90000,90400,0,120.4372279800009,9.775778430048376,2.1287899940507486,132.34179640410002,5942.160540063982,44
0.9679718,0.049333926,122.692955,12.269296,167.8349,61.73705,-459.16232,460.10345,103.24676,592.5669,5.810734,463.26862,101.8499,600.8602,7.8116994,-2.0969386,1.9348384,7.1375437,-10.528516,-0.017466562,0.6167895,2.600504,-2.7436528,-0.436416,0.1268513,-0.014738649,-1.1382924,0.44888392,0.028196773,286.689684782892,237.94593392082965,312.6729945007364,92000,92400,0,121.18782570108306,9.55428750894498,2.1774520829785615,132.9195652930066,6075.101464710664,45
1.0773287,0.09160349,100.23253,10.023253,294.31494,87.700554,-334.5256,336.23645,70.85953,553.9666,-19.398632,337.64688,68.15213,556.1302,-6.284334,-1.403897,2.2229323,9.358583,-9.8405,-0.023442065,0.7308847,2.7020454,-2.8196204,-0.45340532,0.1432263,0.014206648,-1.1074786,1.3317688,0.03918954,531.4471200907519,452.86694282670163,469.7190620457362,94000,94400,0,121.65423931996338,9.575936491950415,2.3193825382040814,133.54955835011788,6208.727951813838,46
0.63716334,0.05751868,95.611115,9.561111,84.98665,31.468641,-441.16696,436.7901,116.99093,644.6653,-34.89788,442.9413,117.02023,651.39746,-22.984835,-1.5580012,2.165809,7.707904,-10.141277,-0.00803205,0.7101471,2.5635521,-2.4368553,-0.46812388,0.1409357,5.4180622e-05,-1.1205794,0.100736216,0.021428745,455.7864182376485,504.7930923358579,356.9870005544483,96000,96400,0,121.78824299701955,9.652913625934161,2.2002654566895217,133.64142207964323,6342.6935487684095,47
1.1153146,0.05639732,80.237526,8.023753,126.98526,55.719788,-428.8992,427.9787,129.81902,690.46027,60.50897,433.16953,132.23048,693.66595,56.093494,-1.6674045,2.1023512,7.6958694,-11.521555,-0.009562771,0.66198343,2.2652183,-2.5434148,-0.4968892,0.13850266,-0.00849776,-1.3364968,2.0251129,0.04651814,450.6484423221536,489.17507197291457,466.3695053527311,98000,98400,0,123.84776927100029,9.977343023987487,2.394789349869825,136.2199016448576,6478.462870233343,48
1.799296,0.06345509,100.435486,10.043549,177.72516,59.26695,-434.4507,432.80127,147.08023,722.58026,-122.612946,437.5848,147.43695,718.32056,-83.27948,-1.1720381,2.2708688,8.173966,-10.921064,-0.0066013513,0.7533445,2.8741374,-2.6691704,-0.5051295,0.15361597,-0.027945966,-1.362859,3.2244992,0.06266423,566.4561350865329,571.7871089856008,471.5697405754389,100000,100400,0,118.77580956509337,9.527009371086024,2.134280092897825,130.43709902907722,6608.830074072233,49
2.9905047,0.14775059,219.80261,21.98026,339.34467,383.455,-601.82245,610.4037,142.87968,881.3341,69.493,618.0677,139.12021,873.6773,139.70467,-0.741192,2.5617564,9.133319,-9.072232,-0.013127555,0.83303374,2.8158298,-3.0450115,-0.47927478,0.18086334,0.01194343,-1.409416,0.6038241,0.024409914,490.8549762992381,443.01479534001396,468.48612995277506,102000,102400,0,116.95938513299916,9.457382217049599,2.090628498001024,128.50739584804978,6737.4954328581225,50
0.44980878,0.053299256,75.677734,7.5677733,177.75557,66.51137,-386.68115,385.05963,80.636566,580.1315,-53.576607,388.79565,79.959785,568.07495,-65.401634,-1.7484337,1.9789873,7.898467,-9.6096,-0.03853917,0.6542671,2.5319757,-2.4268873,-0.4947932,0.13280925,-0.03631565,-1.2246813,1.5769981,0.04658564,575.6629968754976,592.5477858250134,521.4656620973155,104000,104400,0,121.21799864096101,9.615731648984365,2.2214054401265457,133.05513573007192,6870.83601148217,51
1.6882435,0.122715786,130.99387,13.099387,139.87329,77.265076,-494.81845,488.78143,158.67526,842.4016,-8.355096,501.2108,157.38478,841.49554,12.831115,-0.6273302,2.463378,11.617707,-8.966249,-0.0070034387,0.8531839,2.839628,-2.9146523,-0.464165,0.17330109,0.062560126,-1.2706596,1.4078987,0.03953284,439.12528441802846,484.0179219711405,451.49069554979127,106000,106400,0,119.22710444696713,9.901808158960193,2.2878519067307934,131.41676451265812,7001.90327885258,52
1.0732331,0.08343436,91.33132,9.133132,68.162994,21.833769,-512.1571,504.0292,152.78258,783.36304,-54.44906,511.8426,153.12419,788.867,-50.34459,-0.9012127,2.3842013,10.173799,-9.440798,-0.047643527,0.7996238,2.7843945,-2.5269337,-0.5094039,0.16407062,-0.008563645,-1.4063079,1.3051959,0.039450068,406.85847278061976,361.9573091244887,495.52598266985444,108000,108400,0,120.58289340999909,9.552171425078996,2.1979312680196017,132.33299610309768,7134.435777534731,53
2.092919,0.11280346,136.09723,13.609723,173.9448,61.020943,-590.92957,588.44385,194.41711,925.14264,56.223278,594.222,194.68156,948.9596,71.0751,-0.41330862,2.689496,12.302091,-9.692656,-0.0024985557,0.86240804,2.595246,-2.7146218,-0.5337485,0.18552841,0.13783409,-1.3981814,0.71440905,0.026531482,597.7093866122748,571.5483835972541,465.5895426504817,110000,110400,0,122.54254158190452,9.751939330948517,2.358253719867207,134.65273463272024,7269.141670781653,54
1.2680128,0.09051557,96.41951,9.641952,70.380394,50.759678,-464.0846,459.76816,115.490585,774.8505,-33.709118,469.4117,114.69524,778.6058,-17.977377,-0.69583106,2.524125,8.877695,-14.169922,-0.03852872,0.8419462,2.6780176,-2.902239,-0.47227338,0.15733416,-0.008677363,-1.3188663,0.57190144,0.026729519,651.276093488124,648.517228678364,527.6351898906302,112000,112400,0,121.02329855004791,9.8053324080538,2.1946017049485818,133.0232326630503,7402.2084032866405,55
0.5439185,0.06372575,70.37146,7.037146,113.33876,36.929127,-456.83047,451.97534,101.91481,696.89496,69.376305,458.21738,101.87252,706.214,61.356815,-1.2080741,2.2568467,11.47156,-9.066124,-0.020315269,0.7336113,2.4843156,-2.8506088,-0.5085153,0.1487536,0.029205143,-1.2632376,0.9058093,0.032767795,413.66092025465275,199.0911689357181,567.8008685335154,114000,114400,0,121.90107280598022,9.849115835037082,2.1837149410275742,133.93390358204488,7535.4519037565915,56
1.9775196,0.12159248,114.73292,11.473292,143.29077,36.70989,-607.20984,598.0175,228.48778,1028.9552,-227.60861,607.2922,228.70262,1028.5421,-173.4175,-0.13839243,2.629429,9.953949,-10.869638,-0.013658732,0.89907855,2.8935556,-3.1796613,-0.5266126,0.17990972,0.10124797,-1.4560374,1.2183737,0.031851325,613.6042239477753,683.0851902007124,546.6507139753093,116000,116400,0,119.96617423498537,9.159245794988237,2.381192754022777,131.5066127839964,7666.979742069379,57
0.52689683,0.06863589,93.82757,9.382757,268.47714,125.895836,-650.09125,647.6207,199.8197,1058.9741,89.78688,656.56476,201.1344,1060.4756,83.9514,-1.1083143,2.561674,11.4389305,-9.318896,-0.06444907,0.72749597,3.0748434,-2.9951282,-0.56211156,0.1698547,0.24730162,-1.4876071,0.93516314,0.028265134,530.4264957172098,540.9973549557521,542.2924642289026,118000,118400,0,119.33348255697638,9.18054847593885,2.1796752851223573,130.69370631803758,7798.079113349435,58
1.0332067,0.07358734,76.583534,7.6583533,98.99485,43.154156,-518.867,511.47397,109.4562,729.87933,-241.61296,521.0399,108.53779,746.48157,-225.88933,-1.0622604,2.296651,8.858454,-9.125262,-0.048862755,0.76120985,2.4790363,-2.985978,-0.5185172,0.16050765,-0.070081875,-1.4312265,1.588831,0.036609642,559.740754625262,576.5352205818513,572.8330685424644,120000,120400,0,119.53693223395385,9.586410857038572,2.158130591153167,131.2814736821456,7929.414105647709,59
1.0991344,0.08825944,84.86311,8.486312,72.473915,28.955875,-614.03314,607.58167,153.5232,880.8922,-195.43056,615.4069,153.48695,888.37024,-159.39014,-0.7069049,2.4131286,8.556874,-8.154359,-0.019395888,0.80329573,2.5232964,-2.6445084,-0.5543574,0.17717189,0.01111038,-1.4012607,1.10054,0.03607442,658.9662169097076,677.2599948303648,589.2854033556926,122000,122400,0,121.4107820369536,9.64023012202233,2.1465822788886726,133.1975944378646,8062.494406391517,60
0.8871864,0.08293017,104.60799,10.460799,93.87787,28.014374,-602.32245,593.78937,125.35846,847.27435,-220.34973,603.2418,124.08457,843.8886,-191.31047,-0.5933787,2.4300237,8.59782,-11.479191,-0.0017238568,0.82939065,3.064105,-2.5913763,-0.5331461,0.17705041,0.007689178,-1.3868167,1.0833515,0.025656307,544.0484679318223,526.3735705706324,501.821499397378,124000,124400,0,122.61726753297262,9.523494101013057,2.3632652352098376,134.5040268691955,8197.04443533672,61
